id,energy
random1038936,-167.76095314
random1228985,-408.9543718
random595220,-437.24408087999996
random651802,-66.84964407
random1884318,-1027.32480358
random1961657,-304.66329466999997
random1392611,-133.34517722
random225209,-115.8398367
random1688958,-157.37217792
random1703824,-221.87110815
random490542,-599.64908572
random2447908,-97.63168284
random215724,-145.14418442000002
random2131459,-490.54619183
random610937,-530.41536161
random1462164,-153.42315394
random1185171,-143.07139856
random876429,-337.02837074999997
random384415,-228.14743891
random1421650,-467.35228645999996
random968452,-86.83989699
random1707870,-534.2599118
random893246,-536.53826353
random817741,-331.59108985999995
random1972890,-697.20677016
random1329838,-413.49326149999996
random1005670,-153.78039856
random1249816,-218.56533144
random1288563,-296.77427044999996
random543927,-813.4970366
random1134402,-8.58306333
random2019132,-259.35440109
random1556188,-211.18471778
random472273,-426.71889722
random502479,-127.92436895
random243391,-136.25999498000002
random1408921,-256.80709877
random694212,-121.60217877000001
random855076,-236.79493301
random1599528,-1188.74211924
random249251,-158.28862615
random326589,-380.51252173999995
random1902356,-290.65547391999996
random2352791,-498.69844945
random2042976,-100.08155283
random1237304,-95.47674472
random655518,-494.41395105
random1221699,-441.58295244
random1663057,-108.83645964
random1281366,-268.52522901
random416,-129.78450103
random1410031,-328.04076339
random1847600,-63.38811097
random550046,-315.63512803
random2137170,-478.65231406
random1092124,-356.30373538
random678132,-160.47206936
random1467378,-664.8183457
random1797449,-369.6655967
random575137,-191.5841756
random1758401,-357.18367660999996
random1324437,-111.76101003000001
random918954,-1035.16898333
random591540,-381.48038934
random2373456,-322.96768550999997
random1628522,-1051.33303647
random1949421,-588.31151437
random1407772,-1068.22154538
random1770852,-808.11597979
random1457300,-423.33104051
random2415120,-530.80345852
random1918545,-608.0378709500001
random1953997,-324.54532695999995
random1936311,-341.41839258
random1024707,-416.03420883999996
random793035,-63.42886871
random213781,-85.50432608
random2009771,-98.64222158
random1555859,-254.34023713
random540271,-144.49171546
random757899,-127.87811703
random2351849,-209.96141125
random2292597,-777.04532224
random1958702,-166.22968061
random781309,-457.35785331
random1722129,-96.68287857
random2140222,-54.978517010000004
random2298838,-477.88999545999997
random1497260,-469.48966232
random1907599,-149.89628857
random1823682,-310.95035579999995
random1719693,-413.01561078
random413797,-692.90452009
random1581881,-12.276395099999998
random2098693,-333.06301812
random1832106,-20.25646553
random1143732,-322.36209112
random517376,-725.1409678900001
random107369,-383.48333175
random1803523,-553.26747648
random2414669,-58.628726660000005
random1036533,-207.70680734
random51241,-127.25773496000001
random799806,-450.10875967
random1742167,-148.56827582
random1631284,-183.67585375000002
random627095,-428.95599522
random2443224,-83.49638551
random2403371,-455.21743370999997
random1047729,-299.22072026999996
random1323888,-367.59877073999996
random1037291,-754.92864763
random861511,-251.13942564
random1891474,-396.16898899
random609255,-231.78000455
random169674,-116.86222728
random1686808,-691.9406274600001
random1191676,-343.78954951
random388038,-454.82208969
random681254,-579.6995693900001
random1332623,-279.86124816
random1233534,-439.8141568
random447136,-256.14099709
random1465544,-502.25334202
random2044353,-607.5634515200001
random1882532,-623.3664288800001
random2009834,-167.17730353
random689530,-601.7581998100001
random574612,-515.30312364
random955618,-115.33624900000001
random1961589,-645.6240132500001
random239878,-131.80531086
random1740490,-495.88481400999996
random1891396,-269.35593603999996
random1142899,-274.88512592999996
random2245106,-156.36537385
random809111,-89.44397688000001
random1060295,-437.64247869999997
random2441093,-127.14941306
random1384276,-340.65115624
random290780,-431.19356053999996
random2351383,-345.44141728
random2480347,-90.10322506
random768070,-471.40470708
random744113,-342.01742621999995
random914249,-292.65276162
random2353311,-431.08617022
random657390,-610.79915062
random491019,-442.16110267
random1807616,-104.71336556
random2157227,-692.94739182
random605366,-699.8115705900001
random568907,-659.11763952
random1102974,-264.43407127999996
random2006229,-418.82853127
random1816880,-470.44439131999997
random2422377,-563.66063134
random672174,-1179.75451317
random1883939,-140.81062295
random2122142,-216.81043957
random1877450,-644.7816222800001
random1033047,-104.45459721
random2363311,-533.1855202300001
random1702403,-202.97347440000001
random1347756,-239.50487335
random542264,-500.72627988
random759643,-362.83243788
random661010,-202.67133717000002
random2435279,-122.33753867
random665361,-523.88303241
random1705311,-263.58592987
random149316,-406.10941885
random1329267,-354.26011523
random626288,-694.1020758000001
random1474805,-267.95813051
random1131330,-273.70902564
random2236971,-254.25933861000001
random1799142,-101.46284411
random2130252,-488.25576230999997
random1602761,-211.96054525
random1310529,-193.38858541
random167208,-403.24977122999996
random33328,-293.38869839999995
random2132389,-203.32126197
random1342574,-324.07518282999996
random645636,-341.24707384
random2148480,-89.15222053000001
random279926,-133.89663409
random1949365,-125.84401247000001
random768480,-625.15172569
random1074519,-195.62675205
random284246,-548.36080294
random1121501,-241.4092493
random2019440,-453.81090313
random1339626,-578.85458714
random2287807,-431.61587211999995
random1238745,-32.42934616
random1963131,-936.2184362500001
random1691736,-704.45491918
random1114598,-577.4247351700001
random1841743,-724.43244166
random1900618,-863.8639371500001
random280958,-274.54715007
random204058,-196.613004
random1548303,-264.62854942999996
random26428,-407.63790724999996
random1336113,-57.660845050000006
random1863059,-414.14184052999997
random1963996,-537.5772848
random925289,-484.57183474
random2116865,-879.1878353000001
random1373024,-737.70661995
random469916,-3.70529224
random1389657,-121.46327462
random360223,-347.45673325999996
random452932,-417.06232903999995
random1885071,-247.8504542
random2069219,-506.63331174999996
random506043,-440.51312685
random1738987,-164.27299409
random1790569,-292.04286134999995
random1543600,-456.32692568
random2432759,-68.83938330000001
random1333061,-85.33064292
random67695,-376.57194536
random2446953,-235.57887441
random1823867,-515.70370303
random1270693,-384.43969189999996
random927838,-129.34520745999998
random1571276,-142.44030079
random2169309,-146.02164344
random2127459,-293.59851636999997
random1416545,-1176.20622747
random962,-267.11738231
random2036985,-472.16230027999995
random1935125,-545.16451126
random344888,-182.8618907
random1334868,-276.48903378
random920204,-346.42131134
random1294131,-302.55668484999995
random651670,-286.23484050999997
random1660001,-155.50682378
random1380946,-94.75693797
random247837,-88.44103868
random221108,-137.99147986
random581452,-532.48998644
random697370,-413.89510426
random699467,-397.92983653
random1693227,-681.91623969
random942125,-149.92964052
random2038556,-187.35038459
random2037451,-409.03703005999995
random922110,-494.51974667999997
random1604573,-550.86602352
random2113817,-344.06751211999995
random2436035,-405.32093397999995
random1132873,-384.01792269
random835390,-381.39295690999995
random2030532,-985.29960328
random1305989,-323.71134569
random1880013,-97.43221088
random109900,-91.87083869
random1487470,-127.86047116
random1466270,-552.1502846000001
random1466102,-703.0221528000001
random2286620,-514.79302007
random701854,-302.64876849999996
random2073907,-1063.39115978
random771183,-591.8389346600001
random2241467,-409.03703005999995
random345696,-200.25759736
random1001071,-154.42098022
random1725519,-175.68617251
random945428,-805.32019087
random1014477,-133.3233777
random1418697,-399.26795382999995
random1213921,-517.37192009
random567270,-807.82570407
random1349316,-235.48820885
random1559996,-582.3391561000001
random1489934,-239.84417771
random2129414,-3.90927018
random2047725,-121.66395955
random926082,-58.97179057
random1416765,-939.2691368100001
random2247761,-320.16796239999996
random2000481,-224.30811142
random1491850,-233.63229107
random1428073,-641.17790026
random619194,-100.2153169
random1482994,-344.94029764
random2473415,-259.74466579
random1246911,-447.01001456999995
random1736597,-660.26382978
random850097,-335.00699629999997
random2211282,-344.47164311
random656207,-299.52827969
random1047446,-369.08755884
random2167974,-755.216351
random2089060,-241.20043967
random593468,-290.08472923
random63492,-438.62322298
random1227233,-527.00076117
random890915,-698.96108098
random1099629,-571.3444969000001
random2114561,-8.665326780000001
random2270761,-152.29216926
random672450,-256.67620915
random902031,-105.78764178
random1102510,-273.25001803
random222466,-9.84586247
random1516606,-1782.85796115
random1539095,-179.85202186
random1707125,-502.66501458
random377880,-86.77711629000001
random2425830,-719.89945086
random1417702,-286.11790417
random685281,-243.1911902
random1962524,-1043.04802887
random1154641,-145.63119674
random362660,-491.65351258
random1524542,-293.03663997999996
random1236058,-758.8225088
random1211010,-319.07846302999997
random1229289,-510.82238048
random2190304,-791.52110322
random2274548,-209.94787469
random2368340,-51.24505742
random657936,-529.54575165
random1435794,-328.22338218
random1201587,-9.06642777
random1752805,-147.36079656
random1933832,-101.28995846000001
random1684262,-127.1204542
random353211,-556.2123205600001
random642204,-137.01165348
random1300482,-852.62006491
random648535,-80.17296671
random470404,-242.14230311
random2497191,-8.69125135
random558789,-572.83678344
random1620350,-131.28498138999998
random1971765,-87.97800262
random540655,-328.38067247
random1441069,-107.98508796
random1663771,-99.41914465
random2249776,-439.43698460999997
random2480032,-80.92048105
random576203,-37.95063007
random1820101,-288.34444798
random1832942,-162.48078174
random2218816,-281.34717895999995
random531804,-1056.72654581
random2068395,-517.43452241
random105836,-635.38573949
random1609799,-426.56355518
random2391772,-465.2408251
random541888,-117.59723792
random364491,-138.51666651
random628140,-739.53437091
random2247363,-256.12269709
random443113,-378.48767695
random673436,-626.07956082
random773645,-525.8227518
random2470903,-349.48348131999995
random1354176,-90.86377346
random757991,-156.4889202
random2198945,-367.19735266
random826331,-10.54250901
random150498,-138.73867281
random1005346,-358.95621414
random1981352,-302.94399540999996
random755573,-797.40976687
random827140,-430.41733724
random1816488,-623.1367646
random202441,-45.44861137
random475901,-263.51332415999997
random1490385,-1318.5068111
random2303673,-101.97796496000001
random1546872,-186.47276633
random1521504,-303.51526029999997
random1259906,-447.37633760999995
random789297,-400.41984228999996
random1505141,-354.40530457
random1296524,-260.66860011
random1976549,-76.57253063
random996844,-422.65562761999996
random1681787,-188.90074002
random693747,-786.98567037
random832376,-83.33421882
random1979337,-133.2666356
random1199985,-265.68926775
random2058712,-479.33246942
random2423294,-114.93855901
random1403706,-377.41615930999995
random2127219,-110.87939972000001
random1175209,-106.87320235
random1352381,-71.24667724
random2088524,-513.31950381
random1167164,-613.71918029
random1715256,-379.65438045999997
random1340379,-209.53972551
random354650,-145.94964662
random1634095,-150.54215812
random738740,-197.42549753
random1221438,-433.21455887999997
random740668,-638.35551487
random621557,-654.26698577
random1262082,-452.82119373999996
random1752277,-584.73044528
random2311994,-230.04104435
random1204569,-295.07721179
random937939,-81.35529217
random563074,-280.36268407999995
random1621031,-118.76219739
random2413914,-344.70009603999995
random1140480,-345.04296316
random1908611,-644.05363738
random281136,-259.65693306
random2377117,-392.96503931999996
random1918882,-308.03360247999996
random72743,-321.58860162999997
random1752909,-229.46737943
random945995,-208.494269
random1847092,-734.1415248000001
random2318223,-152.25228552000002
random91246,-135.13451698
random2340954,-134.55922478
random1040294,-145.43664005
random2424549,-316.15513924
random402376,-451.93836705999996
random1986294,-251.75042127
random1260180,-681.66869246
random1707462,-247.87501071
random2361147,-35.12709823
random2026896,-342.52952782
random1737267,-107.75219395
random1430688,-185.94765904
random71886,-176.9765576
random2217040,-351.02300114999997
random1477803,-292.44356431999995
random2162475,-495.10362334999996
random491788,-322.51159696999997
random841679,-32.37277721
random748265,-646.98064962
random2495288,-38.684445870000005
random923610,-288.84148719999996
random1207339,-209.40711561
random761362,-527.02734021
random1698849,-1085.53544165
random554219,-514.20195064
random809810,-496.81017197
random2004843,-500.10623076999997
random2163169,-267.39230581
random1695540,-137.93431685000002
random172959,-416.88240135999996
random2348500,-224.88014891
random717655,-17.61849836
random1756264,-382.81311137
random28480,-497.74117923
random53265,-88.7394106
random1627164,-337.47740387
random524542,-263.79308712
random1330224,-48.48623156
random333736,-3.72785718
random2153823,-600.5331229000001
random1871954,-674.81224523
random569833,-174.03166614
random1524799,-250.52145663
random1585201,-151.9890693
random946809,-444.66408741
random2108669,-868.8941732100001
random1954353,-1180.96860737
random26278,-59.05441724
random986279,-214.45610596
random2269403,-473.0447632
random384078,-419.07592216999996
random88756,-526.94619549
random2145137,-851.76586593
random2102920,-252.10137437
random1342753,-220.72259719000002
random208911,-648.1809017200001
random1557630,-333.59627208999996
random1666102,-271.72450799999996
random1989293,-348.26236659999995
random1095818,-260.65846194
random2033744,-661.12748078
random2027588,-523.01253364
random1942369,-236.40198622
random1261852,-133.23644483
random404996,-339.05078318
random1828654,-438.65909523
random1049575,-376.01585323999996
random2106160,-1059.57708449
random620255,-713.95379395
random2180007,-245.02427728
random1591828,-636.29014353
random966148,-641.8416127200001
random1350113,-199.66599065
random621254,-193.966705
random854628,-87.97800262
random503960,-188.93533963000002
random991216,-15.844661030000001
random2206358,-221.12178797
random664968,-163.6321079
random2257911,-218.89330983
random2257624,-601.51104047
random875607,-426.0768182
random1688943,-660.46659422
random415395,-35.83848459
random1249632,-175.56273309
random2086825,-386.01119940999996
random2131503,-245.79313236000002
random1957329,-355.81760691
random1669364,-382.90846948999996
random1499041,-301.39900008999996
random1330416,-502.52273742999995
random1719390,-89.26141988
random397153,-37.73858897
random1758005,-128.2674295
random2387407,-250.24140171
random2185977,-87.86207979
random492937,-797.9424133800001
random1590130,-783.42377359
random965518,-917.2584544800001
random1157985,-485.85717052999996
random526769,-347.47237836
random171179,-127.55429811
random1438021,-205.57209973
random2247792,-438.46979216999995
random1603657,-396.61198234999995
random2434474,-143.57391556
random1354143,-105.24957488
random2301137,-413.15965389999997
random1528773,-3.73429475
random2206730,-608.71816649
random1573641,-450.25483543999997
random990349,-196.2142491
random1870333,-49.6983498
random1973413,-481.03574456999996
random904238,-656.13263062
random1009650,-442.02177173999996
random463849,-185.0815743
random2498846,-482.17444405
random1338695,-450.88098289
random1111573,-161.98302745
random624,-319.61330913999996
random582524,-3.47252481
random497926,-770.57841953
random1419770,-647.85346308
random574571,-66.33228906
random1917105,-148.17969439
random237853,-22.15962516
random480069,-596.4824098500001
random1345515,-218.38780981
random1241644,-284.17360124
random1580873,-799.7731509800001
random1721216,-275.42281068999995
random1722673,-450.7503453
random2407038,-912.38563438
random1107431,-146.75155023
random439053,-776.22845753
random1959157,-107.81460972
random429943,-398.88013555
random1466272,-129.01190693
random1000591,-50.963319850000005
random211672,-792.80418249
random653191,-533.82629678
random2313071,-390.26335308
random2178359,-351.00309620999997
random1548103,-214.18601437
random1531744,-722.0145476700001
random894419,-124.78653422000001
random1635306,-242.68633758000001
random1528342,-132.41814821
random484752,-166.10367895000002
random1636975,-128.52293078
random598709,-21.70199511
random1563852,-501.57732165
random830183,-292.90397743
random1246509,-638.4677147
random1991533,-317.02272548999997
random1550899,-93.22180031
random1425191,-10.65328863
random433365,-447.12061194999995
random871523,-322.51793071
random1582921,-84.34107268
random1727791,-1656.75176084
random264888,-265.66834638999995
random508902,-192.47112365
random1322816,-595.21061769
random1988544,-879.18114589
random1738065,-68.19831366
random1904909,-403.58210786999996
random2372607,-276.05985309
random1829026,-369.99521654999995
random60201,-462.51361355999995
random1786712,-343.05537058
random1936604,-183.10743139000002
random1798685,-335.90918665
random108389,-310.02851659
random2147944,-448.53563220999996
random776997,-692.04986953
random2313914,-97.85806025000001
random597273,-700.90941932
random1276895,-495.08860006
random1930000,-495.66808297999995
random1776231,-31.776629149999998
random1284301,-194.00363563
random512249,-413.3772107
random381709,-569.20344289
random1770701,-59.540765150000006
random1259386,-839.9296386
random2407629,-458.21983831
random1493283,-294.87933239999995
random748774,-256.75695943
random743484,-139.16919585
random2235922,-679.3889762700001
random2041872,-408.16697007
random456735,-1005.31963182
random821532,-352.42371324
random1727659,-512.60795911
random1980701,-300.82931400999996
random510266,-584.87681852
random1247677,-261.21684554999996
random1371050,-253.35801637
random2111448,-227.13592624
random1253985,-895.1338504400001
random960515,-317.96639144999995
random1586563,-108.19358164
random284007,-160.46510646000002
random2046424,-432.36281282
random293296,-121.34441495
random1914160,-541.3586163800001
random632794,-409.44574423999995
random373707,-13.196326419999998
random1534786,-160.0370263
random903765,-655.8881135600001
random1589633,-428.75271535999997
random1162149,-266.62927838999997
random238083,-229.9024724
random156490,-254.94026253
random2356791,-338.68737704
random1900465,-574.80933943
random509443,-531.76530659
random339811,-329.98422440999997
random1247711,-297.30265124
random1435116,-946.6371920700001
random1879762,-103.7018109
random284694,-354.68656289999996
random1097813,-224.32652152
random1215758,-327.38146505
random531006,-355.45682591999997
random2202696,-212.24660435
random502105,-489.18937160999997
random703748,-321.48415269
random1977421,-670.64157931
random606562,-317.1257789
random1198076,-648.53711119
random2222093,-111.04305196
random812744,-158.6289216
random2153074,-168.93559909
random1349684,-153.73988307
random741780,-61.72129102
random205335,-345.91123696
random1285742,-360.79670196999996
random1474504,-37.00885222
random2188680,-988.0557883700001
random239811,-437.38195575
random1117247,-227.16737921
random2446442,-300.00072746999996
random412049,-683.05189163
random332067,-365.47668185
random427566,-146.46483882
random2014853,-509.00961299
random811073,-80.95943632000001
random1066499,-654.60137861
random1533062,-209.87882779
random1597612,-544.96983761
random2309107,-481.43346188
random599512,-530.23901731
random1970690,-95.84840599
random801765,-178.69627151
random1496815,-99.92055202
random618588,-960.63807076
random1481585,-441.40894198999996
random1063790,-399.30960722
random1977448,-356.91728385
random580716,-235.54888022
random1154191,-389.21904522
random414869,-204.93670022
random414457,-159.3696236
random1427288,-290.16967079
random624211,-91.35501947
random1346213,-19.27048936
random1281628,-244.56539132
random1965880,-560.5017884600001
random682897,-999.65983685
random1857802,-127.43824664
random2343459,-546.73944596
random1774872,-560.34038975
random1356895,-994.9379745900001
random519593,-235.04160901
random947421,-467.46634730999995
random2029607,-346.95598154
random1632691,-105.68169615000001
random217259,-80.27381064000001
random2055256,-303.31365553999996
random1759975,-647.10010529
random451176,-339.21924525
random1375102,-459.4653471
random937247,-343.43493822
random2156260,-223.53798701
random797820,-453.36229036
random1612749,-242.45077856
random1827130,-317.77304554999995
random1282378,-289.05938299999997
random2183544,-463.82589423999997
random546199,-671.67305013
random2239439,-110.8536077
random1733941,-556.7694859200001
random967785,-437.99427020999997
random586132,-445.8334801
random474770,-79.27742265
random1470556,-590.71308231
random2089297,-861.73944223
random1946686,-398.81920322999997
random1956026,-695.37705307
random473294,-383.67491755
random927930,-160.28165773
random801403,-311.87374263
random506302,-510.60366002999996
random675720,-106.87570446000001
random140011,-62.44694322
random2317992,-131.72700278
random1500691,-1263.42340967
random196957,-208.88631358
random1797962,-744.18718444
random191882,-440.88910079
random1902429,-523.61382029
random1964077,-154.51222369
random184123,-418.9212025
random1258110,-435.45260199999996
random1682432,-213.42932628
random455686,-46.608122640000005
random162246,-146.45821504
random642333,-501.46905683999995
random1489257,-530.71197448
random248131,-119.40941569
random2281392,-249.13154681
random1853099,-495.76878074999996
random801661,-573.89375853
random546862,-495.2867187
random1700641,-69.11662091000001
random1489262,-281.96150795
random1641473,-369.13095663999997
random773585,-579.36451178
random10321,-560.42359834
random574712,-255.72675068
random1610776,-377.67419063999995
random1447327,-1153.99828804
random2382755,-339.15157156
random1026017,-1023.37200063
random1634893,-131.46727472999999
random1394738,-523.71366492
random1034502,-114.27937055
random2278285,-213.6644957
random2334700,-336.00133578
random44811,-206.85081574
random1290161,-243.87175802000002
random1352605,-152.66873078
random1835090,-197.57072722
random1807840,-130.27949071
random1739891,-1017.13827442
random1317317,-450.19012688
random861257,-719.6534080900001
random989873,-201.76838588
random1534761,-352.50860342
random1549531,-357.45985228999996
random2151888,-703.92914548
random374651,-48.956183270000004
random222966,-488.94813245999995
random841761,-193.77291949
random520153,-891.91767658
random970807,-665.8288062600001
random1325805,-469.32696267
random1606660,-507.41028374999996
random1217859,-496.38905288999996
random313428,-200.78810627000001
random29019,-47.39682002
random617692,-257.93262002
random2141002,-900.29171253
random1798133,-132.7475382
random1017117,-206.29852942
random666206,-156.64142358
random828277,-87.85480434
random1620118,-447.4816007
random1159124,-460.76828847999997
random2429795,-635.32405414
random1796096,-210.10956599
random352874,-67.4989216
random1800212,-358.64776960999995
random605933,-238.67028809
random124702,-347.2978032
random410361,-27.41426386
random2165281,-611.6714374000001
random1458938,-703.14894215
random877997,-202.13137926
random839188,-220.9145149
random1220051,-1438.98427265
random357859,-243.60227216
random1509122,-957.54628568
random662315,-311.30227938999997
random1159762,-490.12287877999995
random1071553,-290.18817480999996
random1744079,-236.87578807
random1778346,-52.03540009
random2341661,-533.73179696
